gemma4:e4b,6,0,4,6.18,10,14.76,14.804
gemma4:e4b,6,0,5,6.18,10,8.77,6.761
gemma4:e4b,6,0,6,6.18,10,7.41,7.146
gemma4:e4b,6,0,0,6.18,12,13.46,6.975
gemma4:e4b,6,0,1,6.18,12,11.60,6.768
gemma4:e4b,6,0,2,6.18,12,13.97,10.520
gemma4:e4b,6,0,3,6.18,12,7.74,8.636
gemma4:e4b,6,0,4,6.18,12,14.93,14.829
gemma4:e4b,6,0,5,6.18,12,15.78,11.143
gemma4:e4b,6,0,6,6.18,12,14.72,13.384
gemma4:e4b,6,1,0,5.79,0,1.40,9.826
gemma4:e4b,6,1,1,5.79,0,1.12,9.538
gemma4:e4b,6,1,2,5.79,0,0.85,4.434
gemma4:e4b,6,1,3,5.79,0,9.51,4.366
gemma4:e4b,6,1,4,5.79,0,8.13,10.269
gemma4:e4b,6,1,5,5.79,0,0.78,10.305
gemma4:e4b,6,1,6,5.79,0,0.23,11.302
gemma4:e4b,6,1,0,5.79,2,3.33,11.994
gemma4:e4b,6,1,1,5.79,2,2.30,4.663
gemma4:e4b,6,1,2,5.79,2,1.47,9.612
gemma4:e4b,6,1,3,5.79,2,6.34,6.971
gemma4:e4b,6,1,4,5.79,2,8.84,11.369
gemma4:e4b,6,1,5,5.79,2,1.90,5.988
gemma4:e4b,6,1,6,5.79,2,2.19,12.198
gemma4:e4b,6,1,0,5.79,4,5.33,8.852
gemma4:e4b,6,1,1,5.79,4,4.21,11.905
gemma4:e4b,6,1,2,5.79,4,3.71,9.667
gemma4:e4b,6,1,3,5.79,4,9.08,3.339
gemma4:e4b,6,1,4,5.79,4,10.00,11.057
gemma4:e4b,6,1,5,5.79,4,4.33,10.292
gemma4:e4b,6,1,6,5.79,4,2.81,10.606
gemma4:e4b,6,1,0,5.79,6,4.60,4.658
gemma4:e4b,6,1,1,5.79,6,4.38,5.172
gemma4:e4b,6,1,2,5.79,6,3.94,9.933
gemma4:e4b,6,1,3,5.79,6,11.23,5.698
gemma4:e4b,6,1,4,5.79,6,7.13,5.468
gemma4:e4b,6,1,5,5.79,6,5.35,5.121
gemma4:e4b,6,1,6,5.79,6,4.34,9.372
gemma4:e4b,6,1,0,5.79,8,5.98,4.910
gemma4:e4b,6,1,1,5.79,8,5.47,5.193
gemma4:e4b,6,1,2,5.79,8,4.77,12.287
gemma4:e4b,6,1,3,5.79,8,11.42,5.466
gemma4:e4b,6,1,4,5.79,8,12.29,7.044
gemma4:e4b,6,1,5,5.79,8,4.80,9.689
gemma4:e4b,6,1,6,5.79,8,5.22,5.947
gemma4:e4b,6,1,0,5.79,10,6.47,4.823
gemma4:e4b,6,1,1,5.79,10,5.00,12.029
gemma4:e4b,6,1,2,5.79,10,4.73,6.173
gemma4:e4b,6,1,3,5.79,10,16.72,4.970
gemma4:e4b,6,1,4,5.79,10,11.56,11.769
gemma4:e4b,6,1,5,5.79,10,6.05,10.233
gemma4:e4b,6,1,6,5.79,10,5.78,10.792
gemma4:e4b,6,1,0,5.79,12,8.51,5.102
gemma4:e4b,6,1,1,5.79,12,6.90,5.152
gemma4:e4b,6,1,2,5.79,12,8.95,10.035
gemma4:e4b,6,1,3,5.79,12,13.35,5.235
gemma4:e4b,6,1,4,5.79,12,12.36,14.262
gemma4:e4b,6,1,5,5.79,12,8.37,6.304
gemma4:e4b,6,1,6,5.79,12,10.19,10.002
gemma4:e4b,6,2,0,5.61,0,1.51,9.064
gemma4:e4b,6,2,1,5.61,0,2.23,5.752
gemma4:e4b,6,2,2,5.61,0,2.41,4.735
gemma4:e4b,6,2,3,5.61,0,9.51,5.303
gemma4:e4b,6,2,4,5.61,0,11.32,9.033
gemma4:e4b,6,2,5,5.61,0,0.68,8.346
gemma4:e4b,6,2,6,5.61,0,2.88,14.703
gemma4:e4b,6,2,0,5.61,2,3.53,12.028
gemma4:e4b,6,2,1,5.61,2,3.52,12.704
gemma4:e4b,6,2,2,5.61,2,3.68,6.308
gemma4:e4b,6,2,3,5.61,2,10.55,5.107
gemma4:e4b,6,2,4,5.61,2,12.35,10.441
gemma4:e4b,6,2,5,5.61,2,3.44,5.718
gemma4:e4b,6,2,6,5.61,2,2.82,13.033
gemma4:e4b,6,2,0,5.61,4,4.98,13.414
gemma4:e4b,6,2,1,5.61,4,4.81,6.005
gemma4:e4b,6,2,2,5.61,4,3.74,9.741
gemma4:e4b,6,2,3,5.61,4,6.43,8.266
gemma4:e4b,6,2,4,5.61,4,11.90,11.768
gemma4:e4b,6,2,5,5.61,4,4.98,6.993
gemma4:e4b,6,2,6,5.61,4,5.01,6.364
gemma4:e4b,6,2,0,5.61,6,6.39,6.789
gemma4:e4b,6,2,1,5.61,6,5.14,9.743
gemma4:e4b,6,2,2,5.61,6,4.77,7.062
gemma4:e4b,6,2,3,5.61,6,12.51,4.527
gemma4:e4b,6,2,4,5.61,6,8.87,11.724
gemma4:e4b,6,2,5,5.61,6,5.88,6.501
gemma4:e4b,6,2,6,5.61,6,6.04,11.708
gemma4:e4b,6,2,0,5.61,8,7.38,7.605
gemma4:e4b,6,2,1,5.61,8,6.18,6.601
gemma4:e4b,6,2,2,5.61,8,5.72,11.897
gemma4:e4b,6,2,3,5.61,8,6.49,7.788
gemma4:e4b,6,2,4,5.61,8,13.48,12.823
gemma4:e4b,6,2,5,5.61,8,5.45,13.167
gemma4:e4b,6,2,6,5.61,8,6.22,9.846
gemma4:e4b,6,2,0,5.61,10,9.87,6.751
gemma4:e4b,6,2,1,5.61,10,7.82,9.374
gemma4:e4b,6,2,2,5.61,10,6.29,5.974
gemma4:e4b,6,2,3,5.61,10,13.36,5.089
gemma4:e4b,6,2,4,5.61,10,12.38,10.608
gemma4:e4b,6,2,5,5.61,10,8.49,7.181
gemma4:e4b,6,2,6,5.61,10,7.48,6.334
gemma4:e4b,6,2,0,5.61,12,12.07,9.904
gemma4:e4b,6,2,1,5.61,12,11.81,6.915
gemma4:e4b,6,2,2,5.61,12,13.66,5.727
gemma4:e4b,6,2,3,5.61,12,17.10,5.667
gemma4:e4b,6,2,4,5.61,12,14.40,11.884
gemma4:e4b,6,2,5,5.61,12,13.86,7.394
gemma4:e4b,6,2,6,5.61,12,12.35,6.782
gemma4:e4b,8,0,0,7.91,0,1.87,4.142
gemma4:e4b,8,0,1,7.91,0,0.78,10.204
gemma4:e4b,8,0,2,7.91,0,1.38,6.960
gemma4:e4b,8,0,3,7.91,0,8.74,7.211
gemma4:e4b,8,0,4,7.91,0,8.99,10.015
gemma4:e4b,8,0,5,7.91,0,1.44,7.453
gemma4:e4b,8,0,6,7.91,0,1.69,7.078
gemma4:e4b,8,0,0,7.91,2,4.74,5.200
gemma4:e4b,8,0,1,7.91,2,3.37,9.775
gemma4:e4b,8,0,2,7.91,2,3.67,5.166
gemma4:e4b,8,0,3,7.91,2,11.16,4.517
gemma4:e4b,8,0,4,7.91,2,5.47,12.873
gemma4:e4b,8,0,5,7.91,2,2.40,10.033
gemma4:e4b,8,0,6,7.91,2,3.55,9.376
gemma4:e4b,8,0,0,7.91,4,5.31,5.687
gemma4:e4b,8,0,1,7.91,4,5.60,10.122
gemma4:e4b,8,0,2,7.91,4,4.74,7.953
gemma4:e4b,8,0,3,7.91,4,14.00,5.033
gemma4:e4b,8,0,4,7.91,4,8.53,8.073
gemma4:e4b,8,0,5,7.91,4,6.15,8.967
gemma4:e4b,8,0,6,7.91,4,5.15,8.321
gemma4:e4b,8,0,0,7.91,6,6.23,5.652
gemma4:e4b,8,0,1,7.91,6,6.47,5.401
gemma4:e4b,8,0,2,7.91,6,6.38,5.482
gemma4:e4b,8,0,3,7.91,6,11.21,4.919
gemma4:e4b,8,0,4,7.91,6,7.84,7.761
gemma4:e4b,8,0,5,7.91,6,5.07,10.296
gemma4:e4b,8,0,6,7.91,6,5.77,8.798
gemma4:e4b,8,0,0,7.91,8,7.54,13.619
gemma4:e4b,8,0,1,7.91,8,6.68,9.109
gemma4:e4b,8,0,2,7.91,8,6.60,5.410
gemma4:e4b,8,0,3,7.91,8,12.41,5.030
gemma4:e4b,8,0,4,7.91,8,6.45,13.306
gemma4:e4b,8,0,5,7.91,8,6.96,9.277
gemma4:e4b,8,0,6,7.91,8,6.87,5.040
gemma4:e4b,8,0,0,7.91,10,9.61,5.292
gemma4:e4b,8,0,1,7.91,10,11.47,8.867
gemma4:e4b,8,0,2,7.91,10,8.29,8.942
gemma4:e4b,8,0,3,7.91,10,11.84,4.146
gemma4:e4b,8,0,4,7.91,10,9.99,10.625
gemma4:e4b,8,0,5,7.91,10,11.73,9.258
gemma4:e4b,8,0,6,7.91,10,8.05,9.346
gemma4:e4b,8,0,0,7.91,12,13.92,10.991
gemma4:e4b,8,0,1,7.91,12,12.74,6.480
gemma4:e4b,8,0,2,7.91,12,14.24,5.560
gemma4:e4b,8,0,3,7.91,12,9.18,7.904
gemma4:e4b,8,0,4,7.91,12,11.80,10.673
gemma4:e4b,8,0,5,7.91,12,14.11,10.700
gemma4:e4b,8,0,6,7.91,12,11.95,6.077
gemma4:e4b,8,1,0,7.74,0,2.05,4.261
gemma4:e4b,8,1,1,7.74,0,2.28,9.414
gemma4:e4b,8,1,2,7.74,0,1.61,12.599
gemma4:e4b,8,1,3,7.74,0,10.24,4.990
gemma4:e4b,8,1,4,7.74,0,9.13,10.930
gemma4:e4b,8,1,5,7.74,0,2.09,5.381
gemma4:e4b,8,1,6,7.74,0,1.64,10.007
gemma4:e4b,8,1,0,7.74,2,5.16,10.525
gemma4:e4b,8,1,1,7.74,2,3.78,9.682
gemma4:e4b,8,1,2,7.74,2,3.95,6.394
gemma4:e4b,8,1,3,7.74,2,7.69,5.039
gemma4:e4b,8,1,4,7.74,2,11.47,8.819
gemma4:e4b,8,1,5,7.74,2,4.24,8.883
gemma4:e4b,8,1,6,7.74,2,3.86,14.014
gemma4:e4b,8,1,0,7.74,4,6.73,10.739
gemma4:e4b,8,1,1,7.74,4,6.14,9.943
gemma4:e4b,8,1,2,7.74,4,6.21,11.647
gemma4:e4b,8,1,3,7.74,4,7.89,7.966
gemma4:e4b,8,1,4,7.74,4,11.00,12.098
gemma4:e4b,8,1,5,7.74,4,4.63,11.027
gemma4:e4b,8,1,6,7.74,4,5.21,11.997
gemma4:e4b,8,1,0,7.74,6,7.36,5.894
gemma4:e4b,8,1,1,7.74,6,6.76,6.293
gemma4:e4b,8,1,2,7.74,6,6.33,6.090
gemma4:e4b,8,1,3,7.74,6,12.43,5.113
gemma4:e4b,8,1,4,7.74,6,9.59,11.707
gemma4:e4b,8,1,5,7.74,6,6.43,10.540
gemma4:e4b,8,1,6,7.74,6,6.90,10.431
gemma4:e4b,8,1,0,7.74,8,8.35,4.256
gemma4:e4b,8,1,1,7.74,8,8.04,5.782
gemma4:e4b,8,1,2,7.74,8,7.64,9.108
gemma4:e4b,8,1,3,7.74,8,11.17,4.700
gemma4:e4b,8,1,4,7.74,8,13.95,9.895
gemma4:e4b,8,1,5,7.74,8,7.73,8.768
gemma4:e4b,8,1,6,7.74,8,8.47,6.029
gemma4:e4b,8,1,0,7.74,10,13.56,9.451
gemma4:e4b,8,1,1,7.74,10,12.64,9.312
gemma4:e4b,8,1,2,7.74,10,15.00,12.475
gemma4:e4b,8,1,3,7.74,10,13.51,4.876
gemma4:e4b,8,1,4,7.74,10,14.73,11.044
gemma4:e4b,8,1,5,7.74,10,13.57,6.405
gemma4:e4b,8,1,6,7.74,10,10.22,10.702
gemma4:e4b,8,1,0,7.74,12,15.41,6.014
gemma4:e4b,8,1,1,7.74,12,14.83,6.647
gemma4:e4b,8,1,2,7.74,12,14.21,6.659
gemma4:e4b,8,1,3,7.74,12,16.74,5.499
gemma4:e4b,8,1,4,7.74,12,15.74,10.728
gemma4:e4b,8,1,5,7.74,12,17.68,11.184
gemma4:e4b,8,1,6,7.74,12,15.15,10.077
gemma4:e4b,8,2,0,8.22,0,3.93,9.606
gemma4:e4b,8,2,1,8.22,0,2.95,5.222
gemma4:e4b,8,2,2,8.22,0,1.78,13.183
gemma4:e4b,8,2,3,8.22,0,10.10,5.469
gemma4:e4b,8,2,4,8.22,0,5.61,11.098
gemma4:e4b,8,2,5,8.22,0,2.93,6.443
gemma4:e4b,8,2,6,8.22,0,2.15,11.053
gemma4:e4b,8,2,0,8.22,2,6.16,5.558
gemma4:e4b,8,2,1,8.22,2,4.79,12.043
gemma4:e4b,8,2,2,8.22,2,4.03,11.349
gemma4:e4b,8,2,3,8.22,2,11.12,5.602
gemma4:e4b,8,2,4,8.22,2,8.23,10.926
gemma4:e4b,8,2,5,8.22,2,4.28,9.819
gemma4:e4b,8,2,6,8.22,2,4.37,12.840
gemma4:e4b,8,2,0,8.22,4,6.41,5.732
gemma4:e4b,8,2,1,8.22,4,6.82,12.820
gemma4:e4b,8,2,2,8.22,4,5.93,12.589
gemma4:e4b,8,2,3,8.22,4,8.55,4.872
gemma4:e4b,8,2,4,8.22,4,8.48,10.458
gemma4:e4b,8,2,5,8.22,4,6.42,11.589
gemma4:e4b,8,2,6,8.22,4,6.73,9.221
gemma4:e4b,8,2,0,8.22,6,7.52,5.022
gemma4:e4b,8,2,1,8.22,6,7.22,6.279
gemma4:e4b,8,2,2,8.22,6,6.93,11.182
gemma4:e4b,8,2,3,8.22,6,9.09,8.245
gemma4:e4b,8,2,4,8.22,6,11.72,5.213
gemma4:e4b,8,2,5,8.22,6,6.81,14.243
gemma4:e4b,8,2,6,8.22,6,6.00,6.627
gemma4:e4b,8,2,0,8.22,8,9.05,5.966
gemma4:e4b,8,2,1,8.22,8,8.28,10.030
gemma4:e4b,8,2,2,8.22,8,7.21,11.023
gemma4:e4b,8,2,3,8.22,8,14.91,5.832
gemma4:e4b,8,2,4,8.22,8,10.60,9.251
gemma4:e4b,8,2,5,8.22,8,8.13,11.558
gemma4:e4b,8,2,6,8.22,8,6.99,13.633
gemma4:e4b,8,2,0,8.22,10,12.86,5.917
gemma4:e4b,8,2,1,8.22,10,9.54,5.336
gemma4:e4b,8,2,2,8.22,10,8.89,9.492
gemma4:e4b,8,2,3,8.22,10,13.96,4.558
gemma4:e4b,8,2,4,8.22,10,13.30,11.809
gemma4:e4b,8,2,5,8.22,10,11.56,9.556
gemma4:e4b,8,2,6,8.22,10,11.06,11.351
gemma4:e4b,8,2,0,8.22,12,14.02,5.412
gemma4:e4b,8,2,1,8.22,12,15.32,10.339
gemma4:e4b,8,2,2,8.22,12,12.57,5.471
gemma4:e4b,8,2,3,8.22,12,14.51,4.835
gemma4:e4b,8,2,4,8.22,12,14.48,5.289
gemma4:e4b,8,2,5,8.22,12,17.56,11.478
gemma4:e4b,8,2,6,8.22,12,14.87,6.048
gemma4:e4b,10,0,0,10.07,0,3.07,3.917
gemma4:e4b,10,0,1,10.07,0,2.78,4.381
gemma4:e4b,10,0,2,10.07,0,2.08,9.599
gemma4:e4b,10,0,3,10.07,0,8.79,5.318
gemma4:e4b,10,0,4,10.07,0,8.88,8.908
gemma4:e4b,10,0,5,10.07,0,1.51,8.099
gemma4:e4b,10,0,6,10.07,0,3.49,9.390
gemma4:e4b,10,0,0,10.07,2,4.58,4.747
gemma4:e4b,10,0,1,10.07,2,3.38,8.620
gemma4:e4b,10,0,2,10.07,2,3.22,8.074
gemma4:e4b,10,0,3,10.07,2,11.12,5.538
gemma4:e4b,10,0,4,10.07,2,10.22,10.449
gemma4:e4b,10,0,5,10.07,2,3.61,6.128
gemma4:e4b,10,0,6,10.07,2,4.09,9.925
gemma4:e4b,10,0,0,10.07,4,6.05,5.367
gemma4:e4b,10,0,1,10.07,4,5.44,10.241
gemma4:e4b,10,0,2,10.07,4,6.11,10.399
gemma4:e4b,10,0,3,10.07,4,10.53,8.279
gemma4:e4b,10,0,4,10.07,4,10.93,7.234
gemma4:e4b,10,0,5,10.07,4,4.99,10.419
gemma4:e4b,10,0,6,10.07,4,5.49,8.507
gemma4:e4b,10,0,0,10.07,6,7.79,6.767
gemma4:e4b,10,0,1,10.07,6,7.53,6.392
gemma4:e4b,10,0,2,10.07,6,7.65,16.122
gemma4:e4b,10,0,3,10.07,6,11.70,4.974
gemma4:e4b,10,0,4,10.07,6,10.38,14.958
gemma4:e4b,10,0,5,10.07,6,8.24,6.955
gemma4:e4b,10,0,6,10.07,6,8.49,10.643
gemma4:e4b,10,0,0,10.07,8,9.54,7.042
gemma4:e4b,10,0,1,10.07,8,8.67,7.055
gemma4:e4b,10,0,2,10.07,8,9.40,11.164
gemma4:e4b,10,0,3,10.07,8,14.27,4.728
gemma4:e4b,10,0,4,10.07,8,11.34,13.428
gemma4:e4b,10,0,5,10.07,8,8.46,7.914
gemma4:e4b,10,0,6,10.07,8,9.40,13.660
gemma4:e4b,10,0,0,10.07,10,11.90,7.292
gemma4:e4b,10,0,1,10.07,10,9.81,6.693
gemma4:e4b,10,0,2,10.07,10,10.73,13.401
gemma4:e4b,10,0,3,10.07,10,13.01,4.916
gemma4:e4b,10,0,4,10.07,10,12.75,13.824
gemma4:e4b,10,0,5,10.07,10,11.10,11.897
gemma4:e4b,10,0,6,10.07,10,10.65,13.092
gemma4:e4b,10,0,0,10.07,12,12.54,7.207
gemma4:e4b,10,0,1,10.07,12,11.65,6.933
gemma4:e4b,10,0,2,10.07,12,12.70,8.154
gemma4:e4b,10,0,3,10.07,12,14.53,5.474
gemma4:e4b,10,0,4,10.07,12,13.37,11.373
gemma4:e4b,10,0,5,10.07,12,13.46,11.980
gemma4:e4b,10,0,6,10.07,12,13.02,7.416
gemma4:e4b,10,1,0,10.10,0,4.08,10.601
gemma4:e4b,10,1,1,10.10,0,4.19,9.868
gemma4:e4b,10,1,2,10.10,0,4.00,13.600
gemma4:e4b,10,1,3,10.10,0,8.51,5.371
gemma4:e4b,10,1,4,10.10,0,15.76,12.678
gemma4:e4b,10,1,5,10.10,0,3.32,9.529
gemma4:e4b,10,1,6,10.10,0,3.56,10.613
gemma4:e4b,10,1,0,10.10,2,6.02,8.639
gemma4:e4b,10,1,1,10.10,2,4.37,9.225
gemma4:e4b,10,1,2,10.10,2,4.07,8.793
gemma4:e4b,10,1,3,10.10,2,9.20,5.832
gemma4:e4b,10,1,4,10.10,2,12.91,10.248
gemma4:e4b,10,1,5,10.10,2,4.45,8.985
gemma4:e4b,10,1,6,10.10,2,4.62,9.987
gemma4:e4b,10,1,0,10.10,4,7.93,11.301
gemma4:e4b,10,1,1,10.10,4,7.10,10.837
gemma4:e4b,10,1,2,10.10,4,6.63,8.822
gemma4:e4b,10,1,3,10.10,4,14.01,5.101
gemma4:e4b,10,1,4,10.10,4,13.90,12.125
gemma4:e4b,10,1,5,10.10,4,6.62,10.044
gemma4:e4b,10,1,6,10.10,4,6.86,12.220
gemma4:e4b,10,1,0,10.10,6,10.64,11.493
gemma4:e4b,10,1,1,10.10,6,8.16,12.773
gemma4:e4b,10,1,2,10.10,6,8.49,9.260
gemma4:e4b,10,1,3,10.10,6,12.48,5.003
gemma4:e4b,10,1,4,10.10,6,12.98,13.775
gemma4:e4b,10,1,5,10.10,6,7.51,13.603
gemma4:e4b,10,1,6,10.10,6,8.81,16.115
gemma4:e4b,10,1,0,10.10,8,8.58,8.575
gemma4:e4b,10,1,1,10.10,8,8.91,14.323
gemma4:e4b,10,1,2,10.10,8,9.47,15.903
gemma4:e4b,10,1,3,10.10,8,15.47,6.549
gemma4:e4b,10,1,4,10.10,8,14.26,8.264
gemma4:e4b,10,1,5,10.10,8,9.70,12.075
gemma4:e4b,10,1,6,10.10,8,10.02,14.056
gemma4:e4b,10,1,0,10.10,10,10.71,10.493
gemma4:e4b,10,1,1,10.10,10,9.82,11.694
gemma4:e4b,10,1,2,10.10,10,10.39,14.945
gemma4:e4b,10,1,3,10.10,10,14.28,6.798
gemma4:e4b,10,1,4,10.10,10,13.21,11.168
gemma4:e4b,10,1,5,10.10,10,9.79,14.735
gemma4:e4b,10,1,6,10.10,10,9.48,14.811
gemma4:e4b,10,1,0,10.10,12,11.82,11.332
gemma4:e4b,10,1,1,10.10,12,13.11,11.263
gemma4:e4b,10,1,2,10.10,12,13.39,11.980
gemma4:e4b,10,1,3,10.10,12,12.42,8.420
gemma4:e4b,10,1,4,10.10,12,14.49,11.647
gemma4:e4b,10,1,5,10.10,12,13.23,14.782
gemma4:e4b,10,1,6,10.10,12,12.87,14.761
gemma4:e4b,10,2,0,10.20,0,3.45,9.864
gemma4:e4b,10,2,1,10.20,0,2.79,4.290
gemma4:e4b,10,2,2,10.20,0,2.27,9.259
gemma4:e4b,10,2,3,10.20,0,8.07,4.637
gemma4:e4b,10,2,4,10.20,0,7.99,9.271
gemma4:e4b,10,2,5,10.20,0,2.74,8.642
gemma4:e4b,10,2,6,10.20,0,1.55,6.294
gemma4:e4b,10,2,0,10.20,2,5.21,8.336
gemma4:e4b,10,2,1,10.20,2,4.41,4.811
gemma4:e4b,10,2,2,10.20,2,4.11,4.711
gemma4:e4b,10,2,3,10.20,2,8.02,4.885
gemma4:e4b,10,2,4,10.20,2,7.89,9.524
gemma4:e4b,10,2,5,10.20,2,3.45,10.215
gemma4:e4b,10,2,6,10.20,2,4.61,9.613
gemma4:e4b,10,2,0,10.20,4,6.48,8.757
gemma4:e4b,10,2,1,10.20,4,5.81,11.870
gemma4:e4b,10,2,2,10.20,4,5.55,11.629
gemma4:e4b,10,2,3,10.20,4,9.12,4.873
gemma4:e4b,10,2,4,10.20,4,10.26,10.105
gemma4:e4b,10,2,5,10.20,4,5.96,12.116
gemma4:e4b,10,2,6,10.20,4,4.88,10.841
gemma4:e4b,10,2,0,10.20,6,8.09,10.352
gemma4:e4b,10,2,1,10.20,6,7.27,8.011
gemma4:e4b,10,2,2,10.20,6,7.15,4.173
gemma4:e4b,10,2,3,10.20,6,12.03,5.176
gemma4:e4b,10,2,4,10.20,6,8.32,13.056
gemma4:e4b,10,2,5,10.20,6,6.86,9.251
gemma4:e4b,10,2,6,10.20,6,6.82,10.754
gemma4:e4b,10,2,0,10.20,8,9.96,8.635
gemma4:e4b,10,2,1,10.20,8,8.57,8.161
gemma4:e4b,10,2,2,10.20,8,8.52,11.925
gemma4:e4b,10,2,3,10.20,8,10.93,7.064
gemma4:e4b,10,2,4,10.20,8,10.17,9.111
gemma4:e4b,10,2,5,10.20,8,8.11,5.121
gemma4:e4b,10,2,6,10.20,8,7.87,12.363
gemma4:e4b,10,2,0,10.20,10,12.26,4.960
gemma4:e4b,10,2,1,10.20,10,13.11,10.412
gemma4:e4b,10,2,2,10.20,10,9.93,5.497
gemma4:e4b,10,2,3,10.20,10,12.36,5.099
gemma4:e4b,10,2,4,10.20,10,8.71,9.862
gemma4:e4b,10,2,5,10.20,10,10.68,8.859
gemma4:e4b,10,2,6,10.20,10,10.93,9.219
gemma4:e4b,10,2,0,10.20,12,15.36,9.811
gemma4:e4b,10,2,1,10.20,12,13.67,9.384
gemma4:e4b,10,2,2,10.20,12,18.52,12.902
gemma4:e4b,10,2,3,10.20,12,13.62,4.894
gemma4:e4b,10,2,4,10.20,12,15.01,11.736
gemma4:e4b,10,2,5,10.20,12,16.09,9.779
gemma4:e4b,10,2,6,10.20,12,15.65,11.124
gemma4:e4b,12,0,0,11.81,0,3.64,9.479
gemma4:e4b,12,0,1,11.81,0,4.28,11.410
gemma4:e4b,12,0,2,11.81,0,4.16,13.646
gemma4:e4b,12,0,3,11.81,0,11.43,6.096
gemma4:e4b,12,0,4,11.81,0,10.28,11.105
gemma4:e4b,12,0,5,11.81,0,2.76,9.787
gemma4:e4b,12,0,6,11.81,0,4.44,12.332
gemma4:e4b,12,0,0,11.81,2,5.68,7.090
gemma4:e4b,12,0,1,11.81,2,4.57,10.691
gemma4:e4b,12,0,2,11.81,2,5.23,10.130
gemma4:e4b,12,0,3,11.81,2,8.51,4.418
gemma4:e4b,12,0,4,11.81,2,13.66,10.103
gemma4:e4b,12,0,5,11.81,2,4.87,10.376
gemma4:e4b,12,0,6,11.81,2,5.00,11.687
gemma4:e4b,12,0,0,11.81,4,7.45,7.341
gemma4:e4b,12,0,1,11.81,4,7.07,14.599
gemma4:e4b,12,0,2,11.81,4,6.12,9.269
gemma4:e4b,12,0,3,11.81,4,10.86,5.606
gemma4:e4b,12,0,4,11.81,4,12.55,11.747
gemma4:e4b,12,0,5,11.81,4,6.93,8.100
gemma4:e4b,12,0,6,11.81,4,6.17,12.751
gemma4:e4b,12,0,0,11.81,6,9.93,13.291
gemma4:e4b,12,0,1,11.81,6,8.94,14.513
gemma4:e4b,12,0,2,11.81,6,8.91,15.766
gemma4:e4b,12,0,3,11.81,6,10.67,4.888
gemma4:e4b,12,0,4,11.81,6,15.73,15.216
gemma4:e4b,12,0,5,11.81,6,7.98,13.753
gemma4:e4b,12,0,6,11.81,6,9.28,18.059
gemma4:e4b,12,0,0,11.81,8,11.15,11.460
gemma4:e4b,12,0,1,11.81,8,10.98,14.985
gemma4:e4b,12,0,2,11.81,8,9.93,16.809
gemma4:e4b,12,0,3,11.81,8,13.76,5.586
gemma4:e4b,12,0,4,11.81,8,13.45,13.897
gemma4:e4b,12,0,5,11.81,8,9.28,17.706
gemma4:e4b,12,0,6,11.81,8,9.55,16.909
gemma4:e4b,12,0,0,11.81,10,12.19,11.642
gemma4:e4b,12,0,1,11.81,10,11.99,15.776
gemma4:e4b,12,0,2,11.81,10,10.95,20.262
gemma4:e4b,12,0,3,11.81,10,14.43,5.686
gemma4:e4b,12,0,4,11.81,10,16.42,9.940
gemma4:e4b,12,0,5,11.81,10,12.28,12.660
gemma4:e4b,12,0,6,11.81,10,11.14,13.133
gemma4:e4b,12,0,0,11.81,12,16.29,11.971
gemma4:e4b,12,0,1,11.81,12,12.87,14.768
gemma4:e4b,12,0,2,11.81,12,11.95,15.902
gemma4:e4b,12,0,3,11.81,12,17.00,5.763
gemma4:e4b,12,0,4,11.81,12,16.58,14.857
gemma4:e4b,12,0,5,11.81,12,15.65,16.435
gemma4:e4b,12,0,6,11.81,12,14.94,17.740
gemma4:e4b,12,1,0,11.54,0,3.01,9.093
gemma4:e4b,12,1,1,11.54,0,2.41,9.952
gemma4:e4b,12,1,2,11.54,0,1.86,13.837
gemma4:e4b,12,1,3,11.54,0,8.15,5.169
gemma4:e4b,12,1,4,11.54,0,11.43,12.611
gemma4:e4b,12,1,5,11.54,0,1.56,8.765
gemma4:e4b,12,1,6,11.54,0,1.82,10.179
gemma4:e4b,12,1,0,11.54,2,4.71,5.071
gemma4:e4b,12,1,1,11.54,2,3.12,5.752
gemma4:e4b,12,1,2,11.54,2,3.21,9.782
gemma4:e4b,12,1,3,11.54,2,9.97,5.544
gemma4:e4b,12,1,4,11.54,2,11.89,14.452
gemma4:e4b,12,1,5,11.54,2,3.03,9.547
gemma4:e4b,12,1,6,11.54,2,3.37,10.115
gemma4:e4b,12,1,0,11.54,4,6.11,6.967
gemma4:e4b,12,1,1,11.54,4,4.84,11.590
gemma4:e4b,12,1,2,11.54,4,4.83,10.523
gemma4:e4b,12,1,3,11.54,4,11.40,14.593
gemma4:e4b,12,1,4,11.54,4,10.79,10.074
gemma4:e4b,12,1,5,11.54,4,5.46,12.195
gemma4:e4b,12,1,6,11.54,4,4.34,11.221
gemma4:e4b,12,1,0,11.54,6,8.38,7.322
gemma4:e4b,12,1,1,11.54,6,7.28,12.808
gemma4:e4b,12,1,2,11.54,6,7.25,14.117
gemma4:e4b,12,1,3,11.54,6,14.05,6.882
gemma4:e4b,12,1,4,11.54,6,12.96,11.531
gemma4:e4b,12,1,5,11.54,6,7.64,12.115
gemma4:e4b,12,1,6,11.54,6,7.35,15.012
gemma4:e4b,12,1,0,11.54,8,10.91,10.842
gemma4:e4b,12,1,1,11.54,8,8.92,13.470
gemma4:e4b,12,1,2,11.54,8,8.66,17.036
